"gameId","playId","playDescription"
2018111800,282,"deep right incomplete"
2018111800,2178,"deep right incomplete"
2018111801,2737,"deep right incomplete"
2018111802,604,"deep right incomplete"
2018111802,2708,"deep right incomplete"
2018111802,3825,"deep right incomplete"
2018111803,1833,"deep right incomplete"
2018111803,3411,"deep right incomplete"
2018111803,3582,"deep right incomplete"
2018111804,3791,"deep right incomplete"
2018111805,1601,"deep right incomplete"
2018111806,454,"deep right incomplete"
2018111806,888,"deep right incomplete"
2018111806,3284,"deep right incomplete"
2018111809,98,"deep right incomplete"
2018111809,658,"deep right incomplete"
2018111809,898,"deep right incomplete"
2018111809,1434,"deep right incomplete"
2018111809,1879,"deep right incomplete"
2018111809,2519,"deep right incomplete"
2018111809,3692,"deep right incomplete"
2018111808,665,"deep right incomplete"
2018111808,1572,"deep right incomplete"
2018111807,1664,"deep right incomplete"
2018111807,2533,"deep right incomplete"
2018111810,1323,"deep right incomplete"
2018111810,1703,"deep right incomplete"
2018111900,483,"deep right incomplete"
2018111900,3442,"deep right incomplete"
2018111900,4240,"deep right incomplete"
2018111900,5001,"deep right incomplete"
2018112200,190,"deep right incomplete"
2018112200,1600,"deep right incomplete"
2018112200,2480,"deep right incomplete"
2018112200,3028,"deep right incomplete"
2018112200,3584,"deep right incomplete"
2018112201,465,"deep right incomplete"
2018112201,648,"deep right incomplete"
2018112201,3894,"deep right incomplete"
2018112202,320,"deep right incomplete"
2018112202,524,"deep right incomplete"
2018112202,1348,"deep right incomplete"
2018112202,3036,"deep right incomplete"
2018112202,3794,"deep right incomplete"
2018112501,2174,"deep right incomplete"
2018112501,2477,"deep right incomplete"
2018112501,2819,"deep right incomplete"
2018112503,684,"deep right incomplete"
2018112503,910,"deep right incomplete"
2018112503,2117,"deep right incomplete"
2018112503,2424,"deep right incomplete"
2018112503,3694,"deep right incomplete"
2018112503,3741,"deep right incomplete"
2018112503,4214,"deep right incomplete"
2018112504,3496,"deep right incomplete"
2018112500,1417,"deep right incomplete"
2018112505,209,"deep right incomplete"
2018112505,528,"deep right incomplete"
2018112505,1721,"deep right incomplete"
2018112505,1760,"deep right incomplete"
2018112505,3301,"deep right incomplete"
2018112505,3658,"deep right incomplete"
2018112507,2320,"deep right incomplete"
2018112506,1054,"deep right incomplete"
2018112506,3157,"deep right incomplete"
2018112508,1729,"deep right incomplete"
2018112509,599,"deep right incomplete"
2018112509,1198,"deep right incomplete"
2018112509,2197,"deep right incomplete"
2018112509,2328,"deep right incomplete"
2018112509,2951,"deep right incomplete"
2018112509,2990,"deep right incomplete"
2018112509,3055,"deep right incomplete"
2018112509,3808,"deep right incomplete"
2018112510,2406,"deep right incomplete"
2018112900,3381,"deep right incomplete"
2018112900,3425,"deep right incomplete"
2018120200,992,"deep right incomplete"
2018120200,1692,"deep right incomplete"
2018120200,3184,"deep right incomplete"
2018120201,2180,"deep right incomplete"
2018120209,1543,"deep right incomplete"
2018120209,4012,"deep right incomplete"
2018120209,4067,"deep right incomplete"
2018120208,1344,"deep right incomplete"
2018120208,1994,"deep right incomplete"
2018120208,3666,"deep right incomplete"
2018120207,648,"deep right incomplete"
2018120207,3472,"deep right incomplete"
2018120206,419,"deep right incomplete"
2018120206,682,"deep right incomplete"
2018120206,830,"deep right incomplete"
2018120206,2618,"deep right incomplete"
2018120206,2802,"deep right incomplete"
2018120206,3654,"deep right incomplete"
2018120206,4233,"deep right incomplete"
2018120202,110,"deep right incomplete"
2018120202,212,"deep right incomplete"
2018120202,1940,"deep right incomplete"
2018120202,4466,"deep right incomplete"
2018120203,334,"deep right incomplete"
2018120203,1636,"deep right incomplete"
2018120203,2691,"deep right incomplete"
2018120203,2713,"deep right incomplete"
2018120203,4367,"deep right incomplete"
2018120204,944,"deep right incomplete"
2018120205,827,"deep right incomplete"
2018120205,2761,"deep right incomplete"
2018120205,4225,"deep right incomplete"
2018120211,2912,"deep right incomplete"
2018120211,3151,"deep right incomplete"
2018120210,552,"deep right incomplete"
2018120210,1373,"deep right incomplete"
2018120210,2937,"deep right incomplete"
2018120210,3169,"deep right incomplete"
2018120212,2790,"deep right incomplete"
2018120212,2843,"deep right incomplete"
2018120300,1121,"deep right incomplete"
2018120300,1179,"deep right incomplete"
2018120300,2214,"deep right incomplete"
2018120600,728,"deep right incomplete"
2018120600,2328,"deep right incomplete"
2018120600,3749,"deep right incomplete"
2018120900,4101,"deep right incomplete"
2018120901,2309,"deep right incomplete"
2018120901,4203,"deep right incomplete"
2018120908,4066,"deep right incomplete"
2018120907,558,"deep right incomplete"
2018120907,1046,"deep right incomplete"
2018120907,2451,"deep right incomplete"
2018120906,2392,"deep right incomplete"
2018120906,3013,"deep right incomplete"
2018120905,214,"deep right incomplete"
2018120905,969,"deep right incomplete"
2018120905,2337,"deep right incomplete"
2018120905,2607,"deep right incomplete"
2018120905,4799,"deep right incomplete"
2018120904,3397,"deep right incomplete"
2018120902,1744,"deep right incomplete"
2018120902,2272,"deep right incomplete"
2018120902,3042,"deep right incomplete"
2018120902,3126,"deep right incomplete"
2018120903,860,"deep right incomplete"
2018120903,975,"deep right incomplete"
2018120909,1571,"deep right incomplete"
2018120909,3581,"deep right incomplete"
2018120911,660,"deep right incomplete"
2018120912,313,"deep right incomplete"
2018120912,3546,"deep right incomplete"
2018120912,3780,"deep right incomplete"
2018120913,3106,"deep right incomplete"
2018121000,1173,"deep right incomplete"
2018121000,1219,"deep right incomplete"
2018121000,1364,"deep right incomplete"
2018121000,1609,"deep right incomplete"
2018121000,2212,"deep right incomplete"
2018121000,3068,"deep right incomplete"
2018121000,3268,"deep right incomplete"
2018121300,656,"deep right incomplete"
2018121300,3653,"deep right incomplete"
2018121500,457,"deep right incomplete"
2018121500,1588,"deep right incomplete"
2018121500,1722,"deep right incomplete"
2018121500,4205,"deep right incomplete"
2018121501,427,"deep right incomplete"
2018121501,1575,"deep right incomplete"
2018121501,2669,"deep right incomplete"
2018121602,2446,"deep right incomplete"
2018121602,3087,"deep right incomplete"
2018121602,3130,"deep right incomplete"
2018121602,3160,"deep right incomplete"
2018121602,3186,"deep right incomplete"
2018121603,158,"deep right incomplete"
2018121603,2656,"deep right incomplete"
2018121604,193,"deep right incomplete"
2018121604,308,"deep right incomplete"
2018121604,406,"deep right incomplete"
2018121604,1245,"deep right incomplete"
2018121604,1615,"deep right incomplete"
2018121604,2074,"deep right incomplete"
2018121604,3563,"deep right incomplete"
2018121604,3766,"deep right incomplete"
2018121600,3845,"deep right incomplete"
2018121605,2025,"deep right incomplete"
2018121605,2591,"deep right incomplete"
2018121608,339,"deep right incomplete"
2018121608,1793,"deep right incomplete"
2018121608,2244,"deep right incomplete"
2018121608,4070,"deep right incomplete"
2018121607,653,"deep right incomplete"
2018121607,2807,"deep right incomplete"
2018121606,1699,"deep right incomplete"
2018121609,1221,"deep right incomplete"
2018121609,3439,"deep right incomplete"
2018121609,3865,"deep right incomplete"
2018121610,51,"deep right incomplete"
2018121610,889,"deep right incomplete"
2018121610,1909,"deep right incomplete"
2018121610,2958,"deep right incomplete"
2018121610,3702,"deep right incomplete"
2018121610,3958,"deep right incomplete"
2018121611,104,"deep right incomplete"
2018121611,1256,"deep right incomplete"
2018121611,2060,"deep right incomplete"
2018121611,2082,"deep right incomplete"
2018121611,4738,"deep right incomplete"
2018121700,1605,"deep right incomplete"
2018121700,1659,"deep right incomplete"
2018121700,2232,"deep right incomplete"
2018122300,1635,"deep right incomplete"
2018122300,2863,"deep right incomplete"
2018122300,3572,"deep right incomplete"
2018122310,81,"deep right incomplete"
2018122310,1860,"deep right incomplete"
2018122310,2985,"deep right incomplete"
2018122309,175,"deep right incomplete"
2018122309,1832,"deep right incomplete"
2018122309,1854,"deep right incomplete"
2018122308,554,"deep right incomplete"
2018122308,733,"deep right incomplete"
2018122308,2391,"deep right incomplete"
2018122308,2413,"deep right incomplete"
2018122308,4136,"deep right incomplete"
2018122307,131,"deep right incomplete"
2018122307,3842,"deep right incomplete"
2018122306,1942,"deep right incomplete"
2018122306,2050,"deep right incomplete"
2018122306,3154,"deep right incomplete"
2018122306,3920,"deep right incomplete"
2018122302,791,"deep right incomplete"
2018122302,1490,"deep right incomplete"
2018122304,245,"deep right incomplete"
2018122304,1312,"deep right incomplete"
2018122304,1634,"deep right incomplete"
2018122304,2251,"deep right incomplete"
2018122304,3883,"deep right incomplete"
2018122305,70,"deep right incomplete"
2018122305,721,"deep right incomplete"
2018122305,2343,"deep right incomplete"
2018122305,2753,"deep right incomplete"
2018122312,538,"deep right incomplete"
2018122312,900,"deep right incomplete"
2018122312,3977,"deep right incomplete"
2018122311,543,"deep right incomplete"
2018122311,1865,"deep right incomplete"
2018122313,1243,"deep right incomplete"
2018122313,1576,"deep right incomplete"
2018122313,1724,"deep right incomplete"
2018122313,3216,"deep right incomplete"
2018122313,3394,"deep right incomplete"
2018122313,4081,"deep right incomplete"
2018122313,4501,"deep right incomplete"
2018122313,4545,"deep right incomplete"
2018122314,95,"deep right incomplete"
2018122314,944,"deep right incomplete"
2018122314,3099,"deep right incomplete"
2018122314,3143,"deep right incomplete"
2018122314,3261,"deep right incomplete"
2018122314,4140,"deep right incomplete"
2018122400,390,"deep right incomplete"
2018122400,1972,"deep right incomplete"
2018122400,2614,"deep right incomplete"
2018123001,1836,"deep right incomplete"
2018123001,3440,"deep right incomplete"
2018123001,3931,"deep right incomplete"
2018123002,2844,"deep right incomplete"
2018123002,3427,"deep right incomplete"
2018123003,797,"deep right incomplete"
2018123003,2934,"deep right incomplete"
2018123003,3468,"deep right incomplete"
2018123004,675,"deep right incomplete"
2018123005,76,"deep right incomplete"
2018123005,1999,"deep right incomplete"
2018123006,766,"deep right incomplete"
2018123006,2135,"deep right incomplete"
2018123006,2215,"deep right incomplete"
2018123007,1384,"deep right incomplete"
2018123007,2624,"deep right incomplete"
2018123008,777,"deep right incomplete"
2018123008,1101,"deep right incomplete"
2018123008,1496,"deep right incomplete"
2018123008,2822,"deep right incomplete"
2018123008,4317,"deep right incomplete"
2018123008,4368,"deep right incomplete"
2018123008,4583,"deep right incomplete"
2018123008,4605,"deep right incomplete"
2018123009,1887,"deep right incomplete"
2018123009,3011,"deep right incomplete"
2018123009,3536,"deep right incomplete"
2018123009,3880,"deep right incomplete"
2018123010,447,"deep right incomplete"
2018123010,1475,"deep right incomplete"
2018123010,2960,"deep right incomplete"
2018123011,621,"deep right incomplete"
2018123011,1509,"deep right incomplete"
2018123011,2109,"deep right incomplete"
2018123011,3009,"deep right incomplete"
2018123012,378,"deep right incomplete"
2018123012,2789,"deep right incomplete"
2018123000,2210,"deep right incomplete"
2018123000,2458,"deep right incomplete"
2018123000,2480,"deep right incomplete"
2018123013,752,"deep right incomplete"
2018123013,1291,"deep right incomplete"
2018123013,4102,"deep right incomplete"
2018123015,61,"deep right incomplete"
2018123015,225,"deep right incomplete"
2018123015,462,"deep right incomplete"
2018123015,804,"deep right incomplete"
2018123015,1300,"deep right incomplete"
2018123015,2629,"deep right incomplete"
2018123015,3678,"deep right incomplete"
2018123014,839,"deep right incomplete"
2018123014,1248,"deep right incomplete"
2018123014,1795,"deep right incomplete"
2018122200,2646,"deep right incomplete"
2018122200,3155,"deep right incomplete"
2018122200,3696,"deep right incomplete"
2018122201,1341,"deep right incomplete"
2018122201,3162,"deep right incomplete"
2018090901,3234,"deep right incomplete"
2018090905,2755,"deep right incomplete"
2018090907,1662,"deep right incomplete"
2018090907,1752,"deep right incomplete"
2018091001,1181,"deep right incomplete"
2018091300,2617,"deep right incomplete"
2018091602,839,"deep right incomplete"
2018091604,2919,"deep right incomplete"
2018091607,470,"deep right incomplete"
2018091610,1017,"deep right incomplete"
2018092304,2048,"deep right incomplete"
2018092309,620,"deep right incomplete"
2018092308,830,"deep right incomplete"
2018092308,3783,"deep right incomplete"
2018092310,1273,"deep right incomplete"
2018092310,2727,"deep right incomplete"
2018092313,1096,"deep right incomplete"
2018092400,1465,"deep right incomplete"
2018092400,1605,"deep right incomplete"
2018092700,558,"deep right incomplete"
2018093001,2663,"deep right incomplete"
2018093007,2559,"deep right incomplete"
2018093008,1727,"deep right incomplete"
2018093009,2394,"deep right incomplete"
2018093009,4635,"deep right incomplete"
2018100100,2807,"deep right incomplete"
2018100704,512,"deep right incomplete"
2018100702,1008,"deep right incomplete"
2018100708,2029,"deep right incomplete"
2018101401,3987,"deep right incomplete"
2018101412,2923,"deep right incomplete"
2018102109,2366,"deep right incomplete"
2018102101,875,"deep right incomplete"
2018102101,3411,"deep right incomplete"
2018102200,1801,"deep right incomplete"
2018102500,3552,"deep right incomplete"
2018102806,1317,"deep right incomplete"
2018102806,3414,"deep right incomplete"
2018102804,3448,"deep right incomplete"
2018102809,977,"deep right incomplete"
2018102811,3307,"deep right incomplete"
2018110400,1472,"deep right incomplete"
2018110400,1750,"deep right incomplete"
2018110400,2974,"deep right incomplete"
2018110405,1655,"deep right incomplete"
2018110800,3249,"deep right incomplete"
2018111100,3056,"deep right incomplete"
2018111109,2166,"deep right incomplete"
2018111110,157,"deep right incomplete"
2018111500,1721,"deep right incomplete"
2018111802,571,"deep right incomplete"
2018111809,3967,"deep right incomplete"
2018112501,241,"deep right incomplete"
2018112503,1519,"deep right incomplete"
2018112505,801,"deep right incomplete"
2018112509,3230,"deep right incomplete"
2018112900,2552,"deep right incomplete"
2018112900,3612,"deep right incomplete"
2018120200,2564,"deep right incomplete"
2018120209,2156,"deep right incomplete"
2018120202,1297,"deep right incomplete"
2018120202,3945,"deep right incomplete"
2018120204,1490,"deep right incomplete"
2018120205,1542,"deep right incomplete"
2018120210,3951,"deep right incomplete"
2018120212,3149,"deep right incomplete"
2018120600,1799,"deep right incomplete"
2018120900,964,"deep right incomplete"
2018120903,2275,"deep right incomplete"
2018120911,3071,"deep right incomplete"
2018120911,3612,"deep right incomplete"
2018120912,4252,"deep right incomplete"
2018121000,2688,"deep right incomplete"
2018121300,3297,"deep right incomplete"
2018121501,768,"deep right incomplete"
2018121607,887,"deep right incomplete"
2018121609,3307,"deep right incomplete"
2018121610,1089,"deep right incomplete"
2018122309,3916,"deep right incomplete"
2018122309,5056,"deep right incomplete"
2018122307,1057,"deep right incomplete"
2018122313,733,"deep right incomplete"
2018122313,1999,"deep right incomplete"
2018122313,4658,"deep right incomplete"
2018122314,1946,"deep right incomplete"
2018122400,3258,"deep right incomplete"
2018123001,236,"deep right incomplete"
2018123007,804,"deep right incomplete"
2018123007,1997,"deep right incomplete"
2018090600,320,"short left complete"
2018090600,492,"short left complete"
2018090600,521,"short left complete"
2018090600,752,"short left complete"
2018090600,949,"short left complete"
2018090600,1037,"short left complete"
2018090600,1061,"short left complete"
2018090600,1344,"short left complete"
2018090600,1473,"short left complete"
2018090600,2116,"short left complete"
2018090600,2260,"short left complete"
2018090600,2450,"short left complete"
2018090600,3392,"short left complete"
2018090600,3791,"short left complete"
2018090600,3844,"short left complete"
2018090600,4325,"short left complete"
2018090901,72,"short left complete"
2018090901,157,"short left complete"
2018090901,865,"short left complete"
2018090901,1112,"short left complete"
2018090901,1742,"short left complete"
2018090901,1849,"short left complete"
2018090901,2972,"short left complete"
2018090901,3837,"short left complete"
2018090901,4438,"short left complete"
2018090901,4809,"short left complete"
2018090901,5050,"short left complete"
2018090902,81,"short left complete"
2018090902,163,"short left complete"
2018090902,260,"short left complete"
2018090902,695,"short left complete"
2018090902,845,"short left complete"
2018090902,885,"short left complete"
2018090902,1011,"short left complete"
2018090902,1326,"short left complete"
2018090902,1752,"short left complete"
2018090902,1815,"short left complete"
2018090902,1904,"short left complete"
2018090902,2527,"short left complete"
2018090902,2558,"short left complete"
2018090902,2582,"short left complete"
2018090902,2710,"short left complete"
2018090902,3751,"short left complete"
2018090902,3962,"short left complete"
2018090902,4055,"short left complete"
2018090902,4144,"short left complete"
2018090902,4219,"short left complete"
2018090902,4300,"short left complete"
2018090903,79,"short left complete"
2018090903,382,"short left complete"
2018090903,941,"short left complete"
2018090903,1336,"short left complete"
2018090903,2267,"short left complete"
2018090903,2405,"short left complete"
2018090903,2453,"short left complete"
2018090903,3139,"short left complete"
2018090903,3235,"short left complete"
2018090903,3578,"short left complete"
2018090903,3661,"short left complete"
2018090903,3777,"short left complete"
2018090900,622,"short left complete"
2018090900,877,"short left complete"
2018090900,1737,"short left complete"
2018090900,2119,"short left complete"
2018090900,2377,"short left complete"
2018090900,2646,"short left complete"
2018090900,2821,"short left complete"
2018090905,377,"short left complete"
2018090905,406,"short left complete"
2018090905,451,"short left complete"
2018090905,882,"short left complete"
2018090905,906,"short left complete"
2018090905,963,"short left complete"
2018090905,1047,"short left complete"
2018090905,1269,"short left complete"
2018090905,1465,"short left complete"
2018090905,1951,"short left complete"
2018090905,2123,"short left complete"
2018090905,2193,"short left complete"
2018090905,2369,"short left complete"
2018090905,2710,"short left complete"
2018090905,2777,"short left complete"
2018090905,3645,"short left complete"
2018090905,4414,"short left complete"
2018090907,686,"short left complete"
2018090907,960,"short left complete"
2018090907,1268,"short left complete"
2018090907,1316,"short left complete"
2018090907,1785,"short left complete"
2018090907,2224,"short left complete"
2018090907,3122,"short left complete"
2018090907,3332,"short left complete"
2018090907,3430,"short left complete"
2018090907,3522,"short left complete"
2018090907,3567,"short left complete"
2018090907,3692,"short left complete"
2018090906,87,"short left complete"
2018090906,142,"short left complete"
2018090906,284,"short left complete"
2018090906,456,"short left complete"
2018090906,868,"short left complete"
2018090906,922,"short left complete"
2018090906,1326,"short left complete"
2018090906,1583,"short left complete"
2018090906,1851,"short left complete"
2018090906,1949,"short left complete"
2018090906,2261,"short left complete"
2018090906,2310,"short left complete"
2018090906,2339,"short left complete"
2018090906,2812,"short left complete"
2018090906,2868,"short left complete"
2018090906,2923,"short left complete"
2018090906,2981,"short left complete"
2018090906,3311,"short left complete"
2018090906,3546,"short left complete"
2018090909,225,"short left complete"
2018090909,556,"short left complete"
2018090909,784,"short left complete"
2018090909,1071,"short left complete"
2018090909,1126,"short left complete"
2018090909,1470,"short left complete"
2018090909,1722,"short left complete"
2018090909,1944,"short left complete"
2018090909,2319,"short left complete"
2018090909,2618,"short left complete"
2018090909,3162,"short left complete"
2018090909,3228,"short left complete"
2018090909,3321,"short left complete"
2018090909,3366,"short left complete"
2018090910,414,"short left complete"
2018090910,577,"short left complete"
2018090910,676,"short left complete"
2018090910,1381,"short left complete"
2018090910,1876,"short left complete"
2018090910,2136,"short left complete"
2018090910,2649,"short left complete"
2018090910,2729,"short left complete"
2018090910,2797,"short left complete"
2018090910,2863,"short left complete"
2018090910,3130,"short left complete"
2018090910,3171,"short left complete"
2018090910,3333,"short left complete"
2018090910,3434,"short left complete"
2018090910,3526,"short left complete"
2018090910,3550,"short left complete"
2018090912,242,"short left complete"
2018090912,795,"short left complete"
2018090912,983,"short left complete"
2018090912,1103,"short left complete"
2018090912,1419,"short left complete"
2018090912,1837,"short left complete"
2018090912,1939,"short left complete"
2018090912,2258,"short left complete"
2018090912,2495,"short left complete"
2018090912,2748,"short left complete"
2018090912,2868,"short left complete"
2018090912,3006,"short left complete"
2018090912,3030,"short left complete"
2018090912,3674,"short left complete"
2018091000,60,"short left complete"
2018091000,539,"short left complete"
2018091000,785,"short left complete"
2018091000,1051,"short left complete"
2018091000,1186,"short left complete"
2018091000,1362,"short left complete"
2018091000,1451,"short left complete"
2018091000,1610,"short left complete"
2018091000,1888,"short left complete"
2018091000,2177,"short left complete"
2018091000,2258,"short left complete"
2018091000,2402,"short left complete"
2018091000,2495,"short left complete"
2018091000,2880,"short left complete"
2018091000,2944,"short left complete"
2018091000,2968,"short left complete"
2018091000,2992,"short left complete"
2018091000,3175,"short left complete"
2018091000,3216,"short left complete"
2018091000,3369,"short left complete"
2018091001,235,"short left complete"
2018091001,475,"short left complete"
2018091001,939,"short left complete"
2018091001,1086,"short left complete"
2018091001,1372,"short left complete"
2018091001,1396,"short left complete"
2018091001,1780,"short left complete"
2018091001,1867,"short left complete"
2018091001,2089,"short left complete"
2018091001,3151,"short left complete"
2018091001,3175,"short left complete"
2018091001,3199,"short left complete"
2018091001,3361,"short left complete"
2018091001,3511,"short left complete"
2018091001,3928,"short left complete"
2018091001,3952,"short left complete"
2018091001,4123,"short left complete"
2018091300,829,"short left complete"
2018091300,1188,"short left complete"
2018091300,1369,"short left complete"
2018091300,1969,"short left complete"
2018091300,2196,"short left complete"
2018091300,3147,"short left complete"
2018091300,3571,"short left complete"
2018091300,3640,"short left complete"
2018091300,3943,"short left complete"
2018091300,4436,"short left complete"
2018091300,5059,"short left complete"
2018091602,51,"short left complete"
2018091602,199,"short left complete"
2018091602,298,"short left complete"
2018091602,450,"short left complete"
2018091602,815,"short left complete"
2018091602,893,"short left complete"
2018091602,917,"short left complete"
2018091602,1422,"short left complete"
2018091602,1509,"short left complete"
2018091602,1533,"short left complete"
2018091602,1813,"short left complete"
2018091602,1837,"short left complete"
2018091602,2212,"short left complete"
2018091602,2366,"short left complete"
2018091602,2727,"short left complete"
2018091602,3004,"short left complete"
2018091602,3293,"short left complete"
2018091602,3860,"short left complete"
2018091602,4041,"short left complete"
2018091602,4201,"short left complete"
2018091602,4474,"short left complete"
2018091602,4592,"short left complete"
2018091603,169,"short left complete"
2018091603,198,"short left complete"
2018091603,252,"short left complete"
2018091603,1050,"short left complete"
2018091603,1171,"short left complete"
2018091603,1236,"short left complete"
2018091603,1377,"short left complete"
2018091603,1428,"short left complete"
2018091603,1465,"short left complete"
2018091603,1652,"short left complete"
2018091603,1853,"short left complete"
2018091603,2034,"short left complete"
2018091603,2291,"short left complete"
2018091603,2855,"short left complete"
2018091603,3175,"short left complete"
2018091603,3880,"short left complete"
2018091604,508,"short left complete"
2018091604,608,"short left complete"
2018091604,755,"short left complete"
2018091604,928,"short left complete"
2018091604,1057,"short left complete"
2018091604,1154,"short left complete"
2018091604,1225,"short left complete"
2018091604,1316,"short left complete"
2018091604,1506,"short left complete"
2018091604,1675,"short left complete"
2018091604,1699,"short left complete"
2018091604,1938,"short left complete"
2018091604,2411,"short left complete"
2018091604,2635,"short left complete"
2018091604,3040,"short left complete"
2018091604,3352,"short left complete"
2018091604,3437,"short left complete"
2018091604,3749,"short left complete"
2018091601,93,"short left complete"
2018091601,241,"short left complete"
2018091601,357,"short left complete"
2018091601,451,"short left complete"
2018091601,633,"short left complete"
2018091601,1219,"short left complete"
2018091601,1423,"short left complete"
2018091601,1538,"short left complete"
2018091601,1587,"short left complete"
2018091601,1721,"short left complete"
2018091601,1945,"short left complete"
2018091601,2359,"short left complete"
2018091601,2615,"short left complete"
2018091601,3123,"short left complete"
2018091601,3344,"short left complete"
2018091601,3639,"short left complete"
2018091601,3667,"short left complete"
2018091601,3964,"short left complete"
2018091601,4106,"short left complete"
2018091600,93,"short left complete"
2018091600,632,"short left complete"
2018091600,727,"short left complete"
2018091600,798,"short left complete"
2018091600,1205,"short left complete"
2018091600,1310,"short left complete"
2018091600,1597,"short left complete"
2018091600,1722,"short left complete"
2018091600,1751,"short left complete"
2018091600,2361,"short left complete"
2018091600,2527,"short left complete"
2018091600,3001,"short left complete"
2018091600,3025,"short left complete"
2018091600,3207,"short left complete"
2018091600,3506,"short left complete"
2018091600,3955,"short left complete"
2018091605,80,"short left complete"
2018091605,746,"short left complete"
2018091605,895,"short left complete"
2018091605,1006,"short left complete"
2018091605,1273,"short left complete"
2018091605,1348,"short left complete"
2018091605,1619,"short left complete"
2018091605,1697,"short left complete"
2018091605,1754,"short left complete"
2018091605,2167,"short left complete"
2018091605,2430,"short left complete"
2018091605,3502,"short left complete"
2018091605,3860,"short left complete"
2018091605,3984,"short left complete"
2018091605,4200,"short left complete"
2018091608,79,"short left complete"
2018091608,166,"short left complete"
2018091608,385,"short left complete"
2018091608,566,"short left complete"
2018091608,846,"short left complete"
2018091608,1612,"short left complete"
2018091608,1877,"short left complete"
2018091608,2032,"short left complete"
2018091608,2183,"short left complete"
2018091608,2378,"short left complete"
2018091608,2402,"short left complete"
2018091608,2564,"short left complete"
2018091608,2656,"short left complete"
2018091608,2680,"short left complete"
2018091608,2709,"short left complete"
2018091608,2928,"short left complete"
2018091608,3220,"short left complete"
2018091608,3350,"short left complete"
2018091608,3525,"short left complete"
2018091608,3549,"short left complete"
2018091608,3619,"short left complete"
2018091607,78,"short left complete"
2018091607,823,"short left complete"
2018091607,895,"short left complete"
2018091607,1203,"short left complete"
2018091607,1410,"short left complete"
2018091607,1723,"short left complete"
2018091607,2412,"short left complete"
2018091607,2702,"short left complete"
2018091607,3135,"short left complete"
2018091607,3283,"short left complete"
2018091607,3400,"short left complete"
2018091607,3797,"short left complete"
2018091606,639,"short left complete"
2018091606,1368,"short left complete"
2018091606,1508,"short left complete"
2018091606,1847,"short left complete"
2018091606,1871,"short left complete"
2018091606,1933,"short left complete"
2018091606,2695,"short left complete"
2018091606,2783,"short left complete"
2018091606,2872,"short left complete"
2018091606,3000,"short left complete"
2018091606,3083,"short left complete"
2018091606,3151,"short left complete"
2018091606,3220,"short left complete"
2018091606,3260,"short left complete"
2018091606,3310,"short left complete"
2018091606,3499,"short left complete"
2018091610,636,"short left complete"
2018091610,660,"short left complete"
2018091610,773,"short left complete"
2018091610,872,"short left complete"
2018091610,1158,"short left complete"
2018091610,1342,"short left complete"
2018091610,1391,"short left complete"
2018091610,1690,"short left complete"
2018091610,2590,"short left complete"
2018091610,2983,"short left complete"
2018091610,3843,"short left complete"
2018091610,3919,"short left complete"
2018091610,3952,"short left complete"
2018091610,3980,"short left complete"
2018091610,4078,"short left complete"
2018091610,4269,"short left complete"
2018091610,4668,"short left complete"
2018091610,4697,"short left complete"
2018091609,409,"short left complete"
2018091609,534,"short left complete"
2018091609,759,"short left complete"
2018091609,848,"short left complete"
2018091609,1379,"short left complete"
2018091609,2304,"short left complete"
2018091609,2462,"short left complete"
2018091609,3167,"short left complete"
2018091609,3351,"short left complete"
2018091609,3498,"short left complete"
2018091609,3570,"short left complete"
2018091611,164,"short left complete"
2018091611,773,"short left complete"
2018091611,953,"short left complete"
2018091611,998,"short left complete"
2018091611,1157,"short left complete"
2018091611,1207,"short left complete"
2018091611,1374,"short left complete"
2018091611,1422,"short left complete"
2018091611,1555,"short left complete"
2018091611,1579,"short left complete"
2018091611,1603,"short left complete"
2018091611,2042,"short left complete"
2018091611,2566,"short left complete"
2018091611,2636,"short left complete"
2018091611,2943,"short left complete"
2018091611,3141,"short left complete"
2018091611,3883,"short left complete"
2018091611,4001,"short left complete"
2018091612,130,"short left complete"
2018091612,306,"short left complete"
2018091612,343,"short left complete"
2018091612,497,"short left complete"
2018091612,593,"short left complete"
2018091612,683,"short left complete"
2018091612,858,"short left complete"
2018091612,1295,"short left complete"
2018091612,1385,"short left complete"
2018091612,1667,"short left complete"
2018091612,1810,"short left complete"
2018091612,1916,"short left complete"
2018091612,2041,"short left complete"
2018091612,2111,"short left complete"
2018091612,3016,"short left complete"
2018091612,3236,"short left complete"
2018091612,3412,"short left complete"
2018091612,3436,"short left complete"
2018091612,3514,"short left complete"
2018091612,4051,"short left complete"
2018091613,152,"short left complete"
2018091613,202,"short left complete"
2018091613,552,"short left complete"
2018091613,587,"short left complete"
2018091613,628,"short left complete"
2018091613,1218,"short left complete"
2018091613,1293,"short left complete"
2018091613,1408,"short left complete"
2018091613,1551,"short left complete"
2018091613,1684,"short left complete"
2018091613,2087,"short left complete"
2018091613,2305,"short left complete"
2018091613,2472,"short left complete"
2018091613,2584,"short left complete"
2018091613,2796,"short left complete"
2018091613,3101,"short left complete"
2018091613,3125,"short left complete"
2018091613,3248,"short left complete"
2018091613,3480,"short left complete"
2018091700,163,"short left complete"
2018091700,381,"short left complete"
2018091700,646,"short left complete"
2018091700,1072,"short left complete"
2018091700,1319,"short left complete"
2018091700,1617,"short left complete"
2018091700,1888,"short left complete"
