playId,gameId,half_seconds_remaining,game_half,posteam_timeouts_remaining,down,ydstogo,no_huddle,score_differential,season,outcome
2661,2018100709,1033.0,2,2.0,3.0,12,0,14.0,9,complete short left
2724,2018100709,937.0,2,3.0,2.0,8,0,-14.0,9,complete short middle
2833,2018100709,822.0,2,3.0,2.0,8,0,-14.0,9,complete short right
2863,2018100709,775.0,2,3.0,3.0,1,0,-14.0,9,incomplete short right
2902,2018100709,769.0,2,2.0,4.0,1,0,-14.0,9,complete short right
2926,2018100709,732.0,2,2.0,1.0,10,0,-14.0,9,incomplete short right
2948,2018100709,729.0,2,2.0,2.0,10,0,-14.0,9,complete short right
3046,2018100709,683.0,2,2.0,2.0,7,0,6.0,9,complete short left
3171,2018100709,578.0,2,1.0,1.0,15,0,-6.0,9,incomplete short left
3216,2018100709,573.0,2,1.0,2.0,10,0,-6.0,9,incomplete short left
3249,2018100709,563.0,2,1.0,3.0,20,0,-6.0,9,incomplete deep right
3330,2018100709,551.0,2,1.0,1.0,10,0,6.0,9,complete short left
3396,2018100709,429.0,2,1.0,2.0,5,0,6.0,9,complete short right
3441,2018100709,358.0,2,1.0,2.0,7,0,6.0,9,complete short left
3471,2018100709,309.0,2,1.0,3.0,1,0,6.0,9,complete short left
3521,2018100709,222.0,2,1.0,2.0,8,0,6.0,9,complete short left
3545,2018100709,178.0,2,1.0,3.0,7,0,6.0,9,complete short right
3651,2018100709,144.0,2,0.0,1.0,10,1,-9.0,9,complete short left
3675,2018100709,121.0,2,0.0,1.0,10,1,-9.0,9,complete short left
3716,2018100709,118.0,2,0.0,2.0,6,0,-9.0,9,complete short middle
3740,2018100709,92.0,2,0.0,1.0,10,1,-9.0,9,complete short middle
3830,2018100709,75.0,2,0.0,1.0,7,0,-9.0,9,complete short left
79,2018100701,1758.0,1,3.0,2.0,12,0,0.0,9,complete short right
129,2018100701,1698.0,1,3.0,2.0,8,0,0.0,9,incomplete short right
151,2018100701,1693.0,1,3.0,3.0,8,0,0.0,9,incomplete short middle
295,2018100701,1539.0,1,3.0,3.0,10,0,0.0,9,incomplete short left
363,2018100701,1493.0,1,3.0,2.0,9,1,0.0,9,complete short right
387,2018100701,1458.0,1,3.0,1.0,10,0,0.0,9,incomplete short left
453,2018100701,1389.0,1,3.0,3.0,17,0,0.0,9,complete short right
511,2018100701,1344.0,1,3.0,1.0,10,0,-3.0,9,incomplete short right
633,2018100701,1272.0,1,2.0,1.0,10,0,-3.0,9,complete short left
678,2018100701,1189.0,1,2.0,1.0,10,0,-3.0,9,complete short left
734,2018100701,1178.0,1,3.0,1.0,10,0,-4.0,9,complete short right
758,2018100701,1143.0,1,3.0,1.0,10,0,-4.0,9,incomplete deep right
780,2018100701,1137.0,1,3.0,2.0,10,0,-4.0,9,complete short right
861,2018100701,997.0,1,2.0,3.0,14,0,-4.0,9,complete short right
902,2018100701,950.0,1,1.0,4.0,3,0,-4.0,9,incomplete short right
1082,2018100701,840.0,1,1.0,1.0,10,0,-11.0,9,incomplete short right
1104,2018100701,835.0,1,1.0,2.0,10,0,-11.0,9,complete short left
1128,2018100701,801.0,1,1.0,3.0,6,0,-11.0,9,incomplete short middle
1190,2018100701,746.0,1,2.0,2.0,2,0,11.0,9,complete deep right
1231,2018100701,696.0,1,1.0,1.0,10,0,11.0,9,complete short right
1286,2018100701,618.0,1,1.0,2.0,11,0,11.0,9,complete short right
1310,2018100701,570.0,1,1.0,3.0,7,0,11.0,9,complete short left
1468,2018100701,408.0,1,1.0,2.0,18,0,-14.0,9,complete deep right
1675,2018100701,171.0,1,1.0,3.0,7,0,7.0,9,complete short left
1755,2018100701,156.0,1,0.0,1.0,10,0,-10.0,9,complete short right
1790,2018100701,132.0,1,0.0,2.0,5,1,-10.0,9,complete short left
1831,2018100701,120.0,1,0.0,1.0,10,0,-10.0,9,complete deep left
1876,2018100701,93.0,1,0.0,1.0,10,1,-10.0,9,complete short left
1900,2018100701,73.0,1,0.0,2.0,5,1,-10.0,9,incomplete short left
1922,2018100701,69.0,1,0.0,3.0,5,0,-10.0,9,complete short left
2098,2018100701,1715.0,2,2.0,3.0,4,0,7.0,9,incomplete deep left
2201,2018100701,1653.0,2,3.0,2.0,8,0,-7.0,9,complete short left
2266,2018100701,1561.0,2,3.0,1.0,10,0,-7.0,9,incomplete deep right
2290,2018100701,1554.0,2,3.0,2.0,10,0,-7.0,9,complete deep left
2333,2018100701,1515.0,2,3.0,1.0,10,0,-7.0,9,incomplete short right
2377,2018100701,1472.0,2,3.0,3.0,10,0,-7.0,9,complete short right
2460,2018100701,1372.0,2,3.0,2.0,14,0,-7.0,9,incomplete deep left
2482,2018100701,1366.0,2,3.0,3.0,14,0,-7.0,9,incomplete deep left
2538,2018100701,1354.0,2,2.0,1.0,10,0,4.0,9,complete short left
2563,2018100701,1321.0,2,2.0,1.0,10,0,4.0,9,incomplete short left
2671,2018100701,1174.0,2,1.0,2.0,8,0,4.0,9,incomplete short right
2700,2018100701,1168.0,2,1.0,3.0,8,0,4.0,9,incomplete deep left
2749,2018100701,1162.0,2,1.0,4.0,3,0,4.0,9,incomplete deep left
2832,2018100701,1129.0,2,1.0,1.0,20,0,4.0,9,incomplete deep left
2854,2018100701,1124.0,2,1.0,2.0,20,0,4.0,9,complete deep middle
2880,2018100701,1114.0,2,3.0,1.0,10,0,-4.0,9,complete short middle
2925,2018100701,1032.0,2,3.0,2.0,11,0,-4.0,9,complete deep right
2954,2018100701,998.0,2,3.0,1.0,10,1,-4.0,9,complete short right
3063,2018100701,913.0,2,1.0,2.0,12,0,4.0,9,complete short middle
3110,2018100701,900.0,2,1.0,1.0,10,0,4.0,9,complete short left
3134,2018100701,859.0,2,1.0,2.0,13,0,4.0,9,incomplete short left
3210,2018100701,810.0,2,1.0,2.0,10,0,4.0,9,complete short left
3255,2018100701,725.0,2,1.0,2.0,10,0,4.0,9,complete short middle
3284,2018100701,688.0,2,1.0,3.0,4,0,4.0,9,complete short left
3356,2018100701,641.0,2,3.0,2.0,9,0,-11.0,9,complete deep left
3403,2018100701,596.0,2,1.0,2.0,8,0,11.0,9,complete short left
3427,2018100701,548.0,2,1.0,3.0,8,0,11.0,9,complete short left
3474,2018100701,496.0,2,3.0,2.0,9,0,-11.0,9,complete deep right
3541,2018100701,488.0,2,1.0,1.0,10,0,3.0,9,incomplete short right
3574,2018100701,480.0,2,1.0,1.0,10,0,3.0,9,complete short right
3598,2018100701,438.0,2,1.0,2.0,5,0,3.0,9,complete short right
3643,2018100701,347.0,2,1.0,2.0,1,0,3.0,9,complete short middle
3757,2018100701,207.0,2,1.0,4.0,1,0,3.0,9,complete short right
3855,2018100701,147.0,2,1.0,3.0,14,0,3.0,9,incomplete deep middle
3922,2018100701,136.0,2,0.0,1.0,10,0,-6.0,9,complete short left
3963,2018100701,120.0,2,0.0,2.0,2,0,-6.0,9,complete short right
3987,2018100701,99.0,2,0.0,1.0,10,1,-6.0,9,complete deep right
4037,2018100701,75.0,2,0.0,1.0,10,0,-6.0,9,complete short right
4088,2018100701,68.0,2,1.0,1.0,10,0,-1.0,9,incomplete deep left
4110,2018100701,61.0,2,1.0,2.0,10,0,-1.0,9,complete deep left
4134,2018100701,40.0,2,1.0,1.0,10,1,-1.0,9,incomplete short right
4156,2018100701,35.0,2,1.0,2.0,10,0,-1.0,9,complete short middle
4240,2018100701,11.0,2,0.0,2.0,10,0,-1.0,9,incomplete deep left
79,2018100708,1758.0,1,3.0,2.0,5,0,0.0,9,complete deep right
129,2018100708,1686.0,1,3.0,1.0,10,0,0.0,9,incomplete short right
266,2018100708,1568.0,1,3.0,1.0,10,0,-3.0,9,complete short right
311,2018100708,1500.0,1,3.0,1.0,10,0,-3.0,9,complete short middle
400,2018100708,1369.0,1,3.0,1.0,10,0,3.0,9,complete short right
466,2018100708,1241.0,1,3.0,3.0,4,0,3.0,9,complete short middle
511,2018100708,1156.0,1,3.0,2.0,10,0,3.0,9,incomplete short left
533,2018100708,1151.0,1,3.0,3.0,10,0,3.0,9,complete short left
576,2018100708,1109.0,1,3.0,1.0,10,0,-3.0,9,complete short right
621,2018100708,1036.0,1,3.0,2.0,5,0,-3.0,9,complete short middle
645,2018100708,994.0,1,3.0,1.0,10,0,-3.0,9,complete deep right
728,2018100708,900.0,1,3.0,1.0,5,0,-3.0,9,incomplete short right
773,2018100708,896.0,1,3.0,2.0,10,0,-3.0,9,complete short right
831,2018100708,846.0,1,2.0,3.0,12,0,-3.0,9,complete short middle
917,2018100708,754.0,1,3.0,2.0,14,0,0.0,9,complete short middle
941,2018100708,709.0,1,3.0,3.0,5,0,0.0,9,complete short right
1046,2018100708,597.0,1,2.0,2.0,11,0,0.0,9,complete short middle
1114,2018100708,539.0,1,2.0,3.0,3,0,0.0,9,incomplete deep left
1172,2018100708,518.0,1,3.0,1.0,10,0,0.0,9,incomplete short right
1215,2018100708,478.0,1,3.0,3.0,12,0,0.0,9,incomplete deep left
1354,2018100708,385.0,1,2.0,3.0,7,0,0.0,9,incomplete short right
1464,2018100708,254.0,1,3.0,1.0,10,0,0.0,9,complete short left
1515,2018100708,244.0,1,2.0,1.0,10,0,-7.0,9,complete short middle
1598,2018100708,204.0,1,3.0,1.0,17,0,7.0,9,complete short middle
1622,2018100708,168.0,1,3.0,2.0,6,0,7.0,9,complete short right
1787,2018100708,99.0,1,0.0,1.0,10,0,-14.0,9,complete deep left
1811,2018100708,91.0,1,0.0,1.0,10,0,-14.0,9,complete short left
1835,2018100708,65.0,1,0.0,2.0,12,0,-14.0,9,complete short middle
1859,2018100708,44.0,1,0.0,3.0,8,0,-14.0,9,complete short right
1905,2018100708,25.0,1,0.0,2.0,10,0,-14.0,9,complete short middle
1988,2018100708,6.0,1,2.0,1.0,10,0,14.0,9,complete short middle
2029,2018100708,1.0,1,1.0,2.0,2,0,14.0,9,incomplete deep right
2142,2018100708,1755.0,2,3.0,2.0,10,0,-14.0,9,incomplete short middle
2252,2018100708,1653.0,2,3.0,2.0,6,0,14.0,9,complete short right
2300,2018100708,1580.0,2,3.0,2.0,9,0,14.0,9,complete short middle
2345,2018100708,1496.0,2,3.0,2.0,11,0,14.0,9,incomplete short left
2367,2018100708,1491.0,2,3.0,3.0,11,0,14.0,9,complete short right
2423,2018100708,1415.0,2,3.0,1.0,20,0,14.0,9,complete short right
2491,2018100708,1308.0,2,3.0,3.0,4,0,14.0,9,complete short right
2555,2018100708,1265.0,2,3.0,1.0,10,0,-17.0,9,complete short left
2600,2018100708,1191.0,2,3.0,3.0,3,0,-17.0,9,complete short left
2624,2018100708,1157.0,2,3.0,1.0,10,0,-17.0,9,incomplete short middle
2646,2018100708,1153.0,2,3.0,2.0,10,0,-17.0,9,complete short left
2693,2018100708,1110.0,2,3.0,3.0,7,0,-17.0,9,complete short right
2759,2018100708,979.0,2,3.0,3.0,3,0,-17.0,9,incomplete deep left
2792,2018100708,973.0,2,3.0,1.0,1,0,-17.0,9,complete short middle
2818,2018100708,965.0,2,3.0,1.0,10,0,17.0,9,complete deep left
2897,2018100708,900.0,2,3.0,1.0,20,0,17.0,9,complete short left
2956,2018100708,829.0,2,3.0,2.0,18,0,17.0,9,complete deep middle
3045,2018100708,676.0,2,3.0,3.0,11,0,17.0,9,complete short left
3090,2018100708,591.0,2,3.0,2.0,4,0,17.0,9,complete short left
3148,2018100708,576.0,2,3.0,1.0,10,0,-23.0,9,complete deep left
3172,2018100708,532.0,2,3.0,1.0,10,0,-23.0,9,complete short left
3215,2018100708,459.0,2,3.0,3.0,13,0,-23.0,9,complete short left
3261,2018100708,429.0,2,3.0,4.0,4,0,-23.0,9,complete short middle
3285,2018100708,393.0,2,3.0,1.0,10,0,-23.0,9,complete short left
3309,2018100708,353.0,2,3.0,2.0,1,0,-23.0,9,incomplete short right
3352,2018100708,313.0,2,3.0,1.0,1,0,-23.0,9,complete short right
3410,2018100708,310.0,2,2.0,1.0,10,0,16.0,9,complete short left
3472,2018100708,259.0,2,2.0,3.0,6,0,16.0,9,complete short right
55,2018100700,1800.0,1,3.0,1.0,10,0,0.0,9,incomplete short left
81,2018100700,1794.0,1,3.0,2.0,10,0,0.0,9,incomplete short right
107,2018100700,1790.0,1,3.0,3.0,10,0,0.0,9,complete short left
140,2018100700,1778.0,1,3.0,1.0,10,1,0.0,9,complete short left
180,2018100700,1769.0,1,3.0,1.0,10,0,0.0,9,incomplete deep left
227,2018100700,1722.0,1,3.0,3.0,6,0,0.0,9,complete short right
327,2018100700,1579.0,1,3.0,3.0,2,0,0.0,9,complete short left
360,2018100700,1555.0,1,3.0,1.0,10,0,0.0,9,complete short right
516,2018100700,1436.0,1,3.0,1.0,10,0,-7.0,9,complete short right
561,2018100700,1386.0,1,3.0,3.0,2,0,-7.0,9,incomplete short left
699,2018100700,1226.0,1,3.0,3.0,9,0,7.0,9,incomplete deep left
761,2018100700,1202.0,1,3.0,1.0,10,0,-7.0,9,complete short left
831,2018100700,1079.0,1,3.0,1.0,10,0,-7.0,9,complete short right
886,2018100700,1006.0,1,3.0,3.0,3,0,-7.0,9,incomplete short right
1072,2018100700,864.0,1,3.0,2.0,10,0,4.0,9,complete short left
1142,2018100700,754.0,1,3.0,3.0,3,0,4.0,9,incomplete deep right
1307,2018100700,582.0,1,3.0,2.0,21,0,-4.0,9,complete short middle
1392,2018100700,507.0,1,2.0,3.0,11,1,4.0,9,complete short left
1462,2018100700,429.0,1,1.0,1.0,10,0,4.0,9,complete short right
1532,2018100700,316.0,1,1.0,3.0,7,0,4.0,9,incomplete short right
1558,2018100700,310.0,1,1.0,4.0,7,0,4.0,9,incomplete short middle
1600,2018100700,303.0,1,3.0,1.0,10,0,-4.0,9,incomplete short left
1647,2018100700,254.0,1,3.0,3.0,11,0,-4.0,9,complete short right
1799,2018100700,120.0,1,3.0,1.0,10,0,-4.0,9,complete short left
1852,2018100700,50.0,1,3.0,2.0,4,1,-4.0,9,incomplete deep left
2268,2018100700,1544.0,2,3.0,2.0,22,0,1.0,9,incomplete short left
2370,2018100700,1453.0,2,3.0,2.0,9,0,-1.0,9,complete short left
2419,2018100700,1373.0,2,3.0,2.0,11,0,-1.0,9,complete short middle
2447,2018100700,1331.0,2,3.0,3.0,13,0,-1.0,9,incomplete short left
2498,2018100700,1313.0,2,3.0,1.0,10,0,1.0,9,incomplete short left
2524,2018100700,1310.0,2,3.0,2.0,10,1,1.0,9,incomplete short left
2550,2018100700,1306.0,2,3.0,3.0,10,0,1.0,9,incomplete deep right
2601,2018100700,1290.0,2,3.0,1.0,10,0,-1.0,9,complete deep right
2755,2018100700,1103.0,2,3.0,2.0,7,0,1.0,9,complete short right
2836,2018100700,1019.0,2,3.0,1.0,10,0,-4.0,9,incomplete short left
2887,2018100700,969.0,2,3.0,3.0,3,0,-4.0,9,complete short left
2915,2018100700,932.0,2,3.0,1.0,10,0,-4.0,9,complete short right
2997,2018100700,863.0,2,3.0,2.0,8,0,-4.0,9,incomplete short left
3019,2018100700,857.0,2,3.0,3.0,8,0,-4.0,9,complete short middle
3118,2018100700,695.0,2,3.0,1.0,10,0,-4.0,9,incomplete deep right
3144,2018100700,684.0,2,3.0,2.0,10,0,-4.0,9,complete short right
3189,2018100700,642.0,2,2.0,3.0,4,0,-4.0,9,incomplete deep left
3295,2018100700,552.0,2,3.0,3.0,10,0,1.0,9,complete short right
3344,2018100700,483.0,2,3.0,2.0,7,0,1.0,9,complete deep right
3603,2018100700,207.0,2,3.0,3.0,3,0,-2.0,9,complete short left
3728,2018100700,105.0,2,3.0,2.0,6,0,-2.0,9,complete short left
51,2018100800,1800.0,1,3.0,1.0,10,0,0.0,9,incomplete deep right
73,2018100800,1794.0,1,3.0,2.0,10,0,0.0,9,incomplete short right
95,2018100800,1787.0,1,3.0,3.0,10,0,0.0,9,complete short right
218,2018100800,1669.0,1,3.0,3.0,4,0,0.0,9,incomplete short right
240,2018100800,1663.0,1,3.0,1.0,10,0,0.0,9,complete deep right
297,2018100800,1593.0,1,3.0,2.0,7,0,0.0,9,complete short left
404,2018100800,1500.0,1,3.0,2.0,8,0,-6.0,9,complete short right
429,2018100800,1473.0,1,3.0,1.0,10,0,-6.0,9,complete short left
490,2018100800,1399.0,1,3.0,1.0,10,0,-6.0,9,complete short middle
563,2018100800,1270.0,1,3.0,3.0,15,0,-6.0,9,complete short left
622,2018100800,1190.0,1,3.0,2.0,8,0,-6.0,9,incomplete short left
644,2018100800,1185.0,1,3.0,3.0,8,0,-6.0,9,complete deep right
697,2018100800,1109.0,1,3.0,2.0,7,0,-6.0,9,incomplete short left
772,2018100800,1057.0,1,3.0,1.0,10,0,3.0,9,complete short left
821,2018100800,972.0,1,3.0,1.0,10,0,3.0,9,complete short right
887,2018100800,900.0,1,3.0,1.0,10,0,3.0,9,complete short left
927,2018100800,856.0,1,3.0,2.0,18,0,3.0,9,complete short left
1031,2018100800,750.0,1,2.0,2.0,8,0,3.0,9,complete short left
1055,2018100800,706.0,1,2.0,1.0,10,0,3.0,9,complete short left
1088,2018100800,675.0,1,2.0,2.0,4,0,3.0,9,incomplete short left
1146,2018100800,641.0,1,2.0,1.0,1,0,3.0,9,complete short right
1231,2018100800,608.0,1,3.0,1.0,10,0,-10.0,9,complete short left
1293,2018100800,530.0,1,3.0,2.0,5,0,-10.0,9,incomplete short left
1315,2018100800,527.0,1,3.0,3.0,5,0,-10.0,9,incomplete deep left
1371,2018100800,516.0,1,2.0,1.0,10,0,7.0,9,complete short left
1395,2018100800,495.0,1,2.0,1.0,10,0,7.0,9,complete short right
1486,2018100800,389.0,1,1.0,1.0,10,0,7.0,9,incomplete short left
1548,2018100800,353.0,1,1.0,2.0,17,0,7.0,9,complete deep middle
1694,2018100800,218.0,1,3.0,1.0,10,0,-14.0,9,complete short right
1718,2018100800,179.0,1,3.0,2.0,7,0,-14.0,9,incomplete short right
1771,2018100800,175.0,1,2.0,3.0,7,0,-14.0,9,incomplete short right
1829,2018100800,166.0,1,0.0,1.0,10,0,14.0,9,complete deep right
1939,2018100800,151.0,1,2.0,1.0,10,0,-20.0,9,complete short right
1971,2018100800,131.0,1,2.0,1.0,10,0,-20.0,9,incomplete short right
1994,2018100800,125.0,1,2.0,2.0,10,0,-20.0,9,complete short left
2035,2018100800,120.0,1,2.0,3.0,9,0,-20.0,9,incomplete deep right
2084,2018100800,107.0,1,0.0,1.0,10,0,20.0,9,incomplete short left
2106,2018100800,105.0,1,0.0,2.0,10,0,20.0,9,complete short left
2135,2018100800,101.0,1,0.0,3.0,6,0,20.0,9,complete short left
2168,2018100800,96.0,1,0.0,1.0,10,0,20.0,9,complete short left
2201,2018100800,91.0,1,0.0,2.0,7,0,20.0,9,complete short right
2245,2018100800,82.0,1,2.0,1.0,10,0,-20.0,9,complete short middle
2453,2018100800,1763.0,2,3.0,2.0,7,0,13.0,9,complete short right
2503,2018100800,1687.0,2,3.0,2.0,5,0,13.0,9,complete short middle
2527,2018100800,1649.0,2,3.0,1.0,10,0,13.0,9,complete deep right
2595,2018100800,1643.0,2,3.0,1.0,10,0,-20.0,9,complete short middle
2653,2018100800,1583.0,2,3.0,1.0,10,0,-20.0,9,complete short left
2711,2018100800,1503.0,2,3.0,3.0,5,0,-20.0,9,complete short left
2760,2018100800,1425.0,2,3.0,2.0,5,0,-20.0,9,complete short left
2788,2018100800,1385.0,2,3.0,3.0,2,0,-20.0,9,incomplete deep left
2814,2018100800,1379.0,2,3.0,4.0,2,0,-20.0,9,complete short right
2872,2018100800,1337.0,2,3.0,1.0,9,0,20.0,9,complete short right
2968,2018100800,1303.0,2,3.0,1.0,10,0,-27.0,9,complete short right
3017,2018100800,1231.0,2,3.0,3.0,1,0,-27.0,9,incomplete short right
3065,2018100800,1193.0,2,3.0,1.0,10,0,-27.0,9,complete short left
3114,2018100800,1141.0,2,3.0,3.0,1,0,-27.0,9,complete deep left
3138,2018100800,1103.0,2,3.0,1.0,10,0,-27.0,9,complete short middle
3166,2018100800,1065.0,2,3.0,1.0,10,0,-27.0,9,incomplete deep left
3192,2018100800,1059.0,2,3.0,2.0,10,0,-27.0,9,incomplete deep left
3214,2018100800,1055.0,2,3.0,3.0,10,0,-27.0,9,incomplete deep right
3292,2018100800,996.0,2,3.0,2.0,5,0,27.0,9,complete short left
3346,2018100800,922.0,2,3.0,2.0,16,0,27.0,9,complete short left
3467,2018100800,850.0,2,3.0,1.0,10,0,-30.0,9,complete short left
3516,2018100800,775.0,2,3.0,3.0,14,0,-30.0,9,complete short left
3540,2018100800,727.0,2,3.0,4.0,2,0,-30.0,9,complete deep right
3568,2018100800,699.0,2,3.0,1.0,10,0,-30.0,9,complete deep middle
3757,2018100800,533.0,2,2.0,3.0,4,0,24.0,9,complete short left
3806,2018100800,447.0,2,2.0,2.0,10,0,24.0,9,complete short left
3855,2018100800,354.0,2,2.0,2.0,6,0,24.0,9,complete short left
60,2018101405,1795.0,1,3.0,1.0,10,0,0.0,9,complete short right
89,2018101405,1769.0,1,3.0,2.0,5,0,0.0,9,complete short left
113,2018101405,1726.0,1,3.0,3.0,3,0,0.0,9,incomplete short middle
165,2018101405,1713.0,1,3.0,1.0,10,0,0.0,9,complete short left
200,2018101405,1691.0,1,3.0,2.0,1,0,0.0,9,complete short right
224,2018101405,1651.0,1,3.0,1.0,10,0,0.0,9,complete short left
279,2018101405,1581.0,1,3.0,3.0,2,0,0.0,9,incomplete short right
301,2018101405,1577.0,1,3.0,4.0,2,0,0.0,9,complete short middle
347,2018101405,1525.0,1,3.0,2.0,8,0,0.0,9,complete short left
371,2018101405,1484.0,1,3.0,1.0,10,0,0.0,9,complete deep left
400,2018101405,1446.0,1,3.0,1.0,10,0,0.0,9,complete short middle
428,2018101405,1409.0,1,3.0,2.0,7,0,0.0,9,incomplete short right
450,2018101405,1404.0,1,3.0,3.0,7,0,0.0,9,incomplete short middle
506,2018101405,1398.0,1,3.0,1.0,10,0,-3.0,9,complete short left
574,2018101405,1320.0,1,3.0,1.0,15,0,-3.0,9,complete short left
619,2018101405,1245.0,1,3.0,1.0,10,0,-3.0,9,incomplete short right
765,2018101405,1170.0,1,3.0,2.0,12,0,4.0,9,complete short right
834,2018101405,1066.0,1,3.0,3.0,21,0,4.0,9,complete short right
978,2018101405,912.0,1,3.0,1.0,10,0,7.0,9,complete short right
1040,2018101405,865.0,1,3.0,3.0,1,0,7.0,9,complete short right
1066,2018101405,859.0,1,3.0,1.0,10,0,-7.0,9,complete deep left
1136,2018101405,732.0,1,3.0,3.0,1,0,-7.0,9,incomplete short right
1247,2018101405,624.0,1,3.0,3.0,9,0,7.0,9,complete short left
1315,2018101405,527.0,1,3.0,2.0,18,0,-7.0,9,complete short left
1344,2018101405,494.0,1,3.0,3.0,9,0,-7.0,9,incomplete short right
1406,2018101405,442.0,1,3.0,2.0,5,0,7.0,9,complete short left
1456,2018101405,389.0,1,3.0,2.0,6,0,7.0,9,complete short right
1576,2018101405,253.0,1,3.0,1.0,10,0,0.0,9,complete short right
1600,2018101405,217.0,1,3.0,1.0,10,0,0.0,9,complete short left
1624,2018101405,170.0,1,3.0,1.0,10,0,0.0,9,complete short right
1648,2018101405,129.0,1,3.0,2.0,2,0,0.0,9,incomplete short middle
1670,2018101405,125.0,1,3.0,3.0,2,0,0.0,9,complete short right
1722,2018101405,120.0,1,3.0,3.0,12,0,0.0,9,incomplete short right
1907,2018101405,80.0,1,0.0,1.0,10,0,0.0,9,incomplete short left
1929,2018101405,78.0,1,0.0,2.0,10,0,0.0,9,complete short middle
1953,2018101405,55.0,1,0.0,3.0,3,1,0.0,9,complete short middle
1977,2018101405,32.0,1,0.0,1.0,10,1,0.0,9,complete deep middle
2046,2018101405,16.0,1,0.0,2.0,15,0,0.0,9,incomplete deep right
2162,2018101405,1765.0,2,3.0,2.0,6,0,3.0,9,complete short right
2239,2018101405,1681.0,2,3.0,3.0,13,0,3.0,9,complete short left
2322,2018101405,1668.0,2,3.0,1.0,10,0,3.0,9,complete short middle
2388,2018101405,1556.0,2,3.0,2.0,6,0,3.0,9,complete short middle
2412,2018101405,1511.0,2,3.0,3.0,1,0,3.0,9,complete short middle
2481,2018101405,1500.0,2,2.0,1.0,10,0,-10.0,9,complete short right
2665,2018101405,1297.0,2,2.0,1.0,10,0,-17.0,9,complete short middle
2710,2018101405,1226.0,2,2.0,1.0,10,0,-17.0,9,incomplete deep middle
2753,2018101405,1181.0,2,2.0,1.0,10,0,-17.0,9,complete short right
2798,2018101405,1092.0,2,2.0,3.0,6,0,-17.0,9,complete short middle
2873,2018101405,1001.0,2,3.0,3.0,4,0,17.0,9,incomplete short left
2932,2018101405,989.0,2,2.0,1.0,10,0,-17.0,9,complete short right
2956,2018101405,949.0,2,2.0,1.0,10,0,-17.0,9,complete short left
3100,2018101405,804.0,2,2.0,1.0,10,0,-17.0,9,complete short middle
3145,2018101405,734.0,2,2.0,3.0,2,0,-17.0,9,incomplete short left
3167,2018101405,731.0,2,2.0,4.0,2,0,-17.0,9,incomplete deep left
3194,2018101405,726.0,2,3.0,1.0,10,0,17.0,9,complete short right
3283,2018101405,585.0,2,2.0,1.0,10,0,-17.0,9,complete short right
3307,2018101405,567.0,2,2.0,1.0,10,1,-17.0,9,complete short middle
3335,2018101405,539.0,2,2.0,1.0,10,1,-17.0,9,complete short right
3367,2018101405,518.0,2,2.0,2.0,6,0,-17.0,9,complete short left
3391,2018101405,479.0,2,2.0,1.0,10,0,-17.0,9,complete short middle
3433,2018101405,450.0,2,2.0,1.0,3,0,-17.0,9,incomplete short right
3578,2018101405,413.0,2,3.0,1.0,10,0,10.0,9,incomplete short right
3678,2018101405,325.0,2,2.0,1.0,10,0,-10.0,9,complete short right
3702,2018101405,298.0,2,2.0,2.0,7,0,-10.0,9,complete deep left
3726,2018101405,272.0,2,2.0,1.0,10,1,-10.0,9,incomplete short right
3782,2018101405,267.0,2,2.0,1.0,15,0,-10.0,9,incomplete short right
3840,2018101405,235.0,2,2.0,3.0,23,0,-10.0,9,complete short right
72,2018101411,1761.0,1,3.0,2.0,7,0,0.0,9,complete deep left
117,2018101411,1705.0,1,3.0,2.0,6,1,0.0,9,complete short middle
250,2018101411,1536.0,1,3.0,1.0,10,0,0.0,9,complete deep left
316,2018101411,1427.0,1,3.0,3.0,10,0,0.0,9,complete short right
361,2018101411,1353.0,1,3.0,2.0,7,0,0.0,9,complete short right
448,2018101411,1207.0,1,3.0,3.0,5,0,0.0,9,complete short right
514,2018101411,1090.0,1,3.0,3.0,7,0,0.0,9,incomplete short left
547,2018101411,1083.0,1,3.0,1.0,10,0,0.0,9,incomplete short right
569,2018101411,1079.0,1,3.0,2.0,10,0,0.0,9,complete deep left
614,2018101411,997.0,1,3.0,2.0,4,0,0.0,9,incomplete short right
636,2018101411,992.0,1,3.0,3.0,4,0,0.0,9,complete short left
752,2018101411,940.0,1,3.0,2.0,8,1,-7.0,9,incomplete deep middle
943,2018101411,854.0,1,3.0,2.0,9,0,7.0,9,incomplete deep right
965,2018101411,847.0,1,3.0,3.0,9,0,7.0,9,complete short middle
1010,2018101411,769.0,1,3.0,2.0,6,0,7.0,9,incomplete short right
1032,2018101411,764.0,1,3.0,3.0,6,0,7.0,9,complete deep left
1109,2018101411,716.0,1,2.0,1.0,10,0,-14.0,9,complete short middle
1189,2018101411,635.0,1,2.0,2.0,13,0,-14.0,9,complete short left
1245,2018101411,599.0,1,2.0,3.0,6,0,-14.0,9,complete short middle
1357,2018101411,426.0,1,3.0,1.0,10,0,14.0,9,complete short right
1381,2018101411,390.0,1,3.0,2.0,10,0,14.0,9,complete short left
1405,2018101411,355.0,1,3.0,3.0,6,0,14.0,9,incomplete deep middle
1470,2018101411,305.0,1,2.0,2.0,10,0,-14.0,9,incomplete short right
1547,2018101411,252.0,1,3.0,1.0,10,0,14.0,9,complete short right
